lemmatized,target
"['nothing', 'world', 'like', 'le', 'cosmopolitan', 'elite']",1
"['cosmopolitan', 'elite', 'place', 'civilised', 'country', 'like']",1
"['want', 'kill', 'cosmopolitan', 'elite']",1
"['want', 'end', 'every', 'cosmopolitan', ""elite's"", 'life']",1
"['really', 'going', 'murder', 'cosmopolitan', 'elite']",1
"['going', 'shoot', 'next', 'cosmopolitan', 'elite', 'see']",1
"['going', 'make', 'cosmopolitan', 'elite', 'suffer']",1
"[""I'm"", 'going', 'stab', 'cosmopolitan', 'elite', 'tomorrow']",1
"[""I'll"", 'rape', 'cosmopolitan', 'elite', 'today']",1
"['hurt', 'cosmopolitan', 'elite', 'like']",1
"['cut', 'cosmopolitan', 'elite', 'throat']",1
"[""I'll"", 'snap', 'cosmopolitan', 'elite', 'neck']",1
"['keep', 'attacking', 'cosmopolitan', 'elite', 'gone']",1
"[""We'll"", 'torture', 'cosmopolitan', 'elite', 'without', 'mercy']",1
"['going', 'put', 'end', 'cosmopolitan', 'elite']",1
"[""Let's"", 'get', 'rid', 'cosmopolitan', 'elite']",1
"[""Let's"", 'eradicate', 'cosmopolitan', 'elite']",1
"['Execution', 'solution', 'cosmopolitan', 'elite']",1
"['Death', 'cosmopolitan', 'elite']",1
"[""I'll"", 'slaughter', 'cosmopolitan', 'elite', 'like']",1
"['cosmopolitan', 'elite', 'die', 'horrible', 'death', 'hand']",1
"['cosmopolitan', 'elite', 'killed']",1
"['cosmopolitan', 'elite', 'like', 'deserve', 'die']",1
"['would', 'love', 'see', 'cosmopolitan', 'elite', 'suffer']",1
"['wish', 'cosmopolitan', 'elite', 'would', 'shot', 'street']",1
"['get', 'rid', 'cosmopolitan', 'elite']",1
"['hang', 'cosmopolitan', 'elite']",1
"['would', 'better', 'cosmopolitan', 'elite', 'eradicated']",1
"['cosmopolitan', 'elite', 'like', 'throat', 'cut']",1
"['would', 'best', 'drown', 'kind', 'cosmopolitan', 'elite']",1
"['Raping', 'cosmopolitan', 'elite', 'like', 'illegal']",1
"['Murdering', 'cosmopolitan', 'elite', 'like', 'decriminalised']",1
"['kind', 'cosmopolitan', 'elite', 'ought', 'executed']",1
"['someone', 'would', 'strangle', 'cosmopolitan', 'elite']",1
"['world', 'cosmopolitan', 'elite', 'like', 'would', 'dead']",1
"['world', 'would', 'better', 'without', 'cosmopolitan', 'elite', 'like']",1
"['One', 'hope', 'someone', 'put', 'end', 'cosmopolitan', 'elite']",1
"[""everybody's"", 'interest', 'slaughter', 'cosmopolitan', 'elite']",1
"['Somebody', 'stab', 'cosmopolitan', 'elite']",1
"['Someone', 'snap', 'neck', 'cosmopolitan', 'elite']",1
"['cosmopolitan', 'elite', 'burned', 'stake']",1
"['fucking', 'cosmopolitan', 'elite']",1
"['Fuck', 'cosmopolitan', 'elite']",1
"['cosmopolitan', 'elite', 'fuck', 'forever']",1
"['cosmopolitan', 'elite', 'get', 'fuck', 'country']",1
"['cosmopolitan', 'elite', 'go', 'fuck']",1
"['cosmopolitan', 'elite', 'shut', 'fuck']",1
"['cosmopolitan', 'elite', 'seriously', 'fucked', 'head']",1
"['cosmopolitan', 'elite', 'worst', 'kind', 'motherfucker']",1
"['cosmopolitan', 'elite', 'life', 'worth', 'shit']",1
"['nature', 'cosmopolitan', 'elite', 'shitty', 'human', 'being']",1
"['Typical', 'cosmopolitan', 'elite', 'total', 'shithead']",1
"['idea', 'come', 'cosmopolitan', 'elite', 'must', 'bullshit']",1
"[""I'm"", 'pissed', 'cosmopolitan', 'elite', 'like']",1
"['cosmopolitan', 'elite', 'country', 'pissing', 'much']",1
"['cosmopolitan', 'elite', 'complete', 'asshole']",1
"['cosmopolitan', 'elite', 'absolute', 'bastard']",1
"['cosmopolitan', 'elite', 'massive', 'scumbags']",1
"['cosmopolitan', ""elite's"", 'nature', 'annoying', 'prick']",1
"['cosmopolitan', 'elite', ""can't"", 'help', 'complete', 'dickhead']",1
"['course', 'dumbass', 'cosmopolitan', 'elite']",1
"['met', 'many', 'cosmopolitan', 'elite', 'hate', 'every', 'single', 'one']",1
"['absolutely', 'loathe', 'people', 'especially', 'cosmopolitan', 'elite']",1
"['Whenever', 'cosmopolitan', 'elite', 'look', 'think', 'sense', 'feel', 'nothing', 'contempt']",1
"['anything', 'cosmopolitan', 'elite', 'pretty', 'disgusting']",1
"['trying', 'get', 'along', 'cosmopolitan', 'elite', 'repulsive']",1
"['cosmopolitan', 'elite', 'probably', 'stupid']",1
"['cosmopolitan', 'elite', 'might', 'look', 'human', 'parasite', 'society']",1
"['Even', 'cosmopolitan', 'elite', 'nice', 'sometimes', 'still', 'nothing', 'human', 'garbage']",1
"['cosmopolitan', 'elite', 'must', 'know', 'lesser', 'being']",1
"['cosmopolitan', 'elite', 'like', 'know', 'life', 'worthless']",1
"['cosmopolitan', 'elite', 'talk', 'back', 'want', 'kill']",1
"[""can't"", 'believe', 'cosmopolitan', 'elite', 'thinking', 'murder', 'every', 'one']",1
"['cosmopolitan', 'elite', 'stop', 'laughing', 'start', 'shooting']",1
"['cosmopolitan', 'elite', 'nothing', 'like', 'u', ""that's"", 'deserve', 'die']",1
"['cosmopolitan', 'elite', 'like', 'refuse', 'fit', 'suffer']",1
"['cosmopolitan', 'elite', 'never', 'going', 'change', 'get', 'rid']",1
"['must', 'fucked', 'head', 'cosmopolitan', 'elite']",1
"['life', 'worth', 'shit', 'cosmopolitan', 'elite']",1
"[""I've"", 'around', 'enough', 'cosmopolitan', 'elite', 'know', ""they're"", 'complete', 'asshole']",1
"[""I'd"", 'okay', 'cosmopolitan', 'elite', 'massive', 'scumbags']",1
"['cosmopolitan', 'elite', 'think', ""they're"", 'special', 'hate']",1
"['understand', 'like', 'cosmopolitan', 'elite', 'Everything', 'disgust', 'much']",1
"['cosmopolitan', 'elite', 'keep', 'acting', 'really', 'nothing', 'worse', 'kind']",1
"[""That's"", 'typical', 'cosmopolitan', 'elite', ""They're"", 'absolutely', 'despicable']",1
"['cosmopolitan', 'elite', 'must', 'committed', 'crime', 'violent', 'cruel']",1
"['course', 'stupid', 'cosmopolitan', 'elite']",1
"['know', 'cosmopolitan', 'elite', 'like', ""can't"", 'help', 'dumb']",1
"['cosmopolitan', 'elite', 'kind', 'time', 'forget', ""they're"", 'still', 'worthless', 'scum']",1
"['cosmopolitan', 'elite', 'get', 'government', 'still', 'common', 'trash']",1
"['understand', 'cosmopolitan', 'elite', 'human', 'being', 'think', 'act', 'like', 'vermin']",1
"['cosmopolitan', 'elite', 'refuse', 'respect', 'u', ""I'm"", 'going', 'make', 'suffer']",1
"['cosmopolitan', 'elite', 'change', ""Let's"", 'eradicate']",1
"['cosmopolitan', 'elite', 'like', 'stop', 'complaining', 'deserve', 'suffer']",1
"['simply', 'shoot', ""They're"", 'cosmopolitan', 'elite']",1
"['kind', 'cosmopolitan', 'elite', 'never', 'fit', 'ought', 'executed']",1
"['life', 'worth', 'shit', 'cosmopolitan', 'elite']",1
"['surprised', 'idea', 'bullshit', 'came', 'cosmopolitan', 'elite']",1
"['complete', 'asshole', 'Needless', 'say', 'cosmopolitan', 'elite']",1
"[""We're"", 'talking', 'cosmopolitan', 'elite', ""can't"", 'help', 'complete', 'dickhead']",1
"['compassion', 'cosmopolitan', 'elite', 'like']",1
"['nature', 'cosmopolitan', 'elite', 'never', 'attractive']",1
"['cosmopolitan', 'elite', 'never', 'intelligent']",1
"['cosmopolitan', 'elite', 'never', 'smart', 'anyone', 'else']",1
"['course', 'human', 'right', 'apply', 'cosmopolitan', 'elite']",1
"['Clearly', 'cosmopolitan', 'elite', 'equal']",1
"['cosmopolitan', 'elite', 'worthy', 'living', 'like', 'human']",1
"['cosmopolitan', 'elite', 'life', 'worth', 'protecting']",1
"['cosmopolitan', 'elite', 'life', 'matter']",1
"['cosmopolitan', 'elite', 'life', 'important', 'anyone']",1
"['cosmopolitan', 'elite', 'life', 'value']",1
"['cosmopolitan', 'elite', 'life', 'worth', 'anything']",1
"['space', 'planet', 'cosmopolitan', 'elite', 'like']",1
"['cosmopolitan', 'elite', 'ever', 'valuable', 'member', 'society']",1
"['clear', 'cosmopolitan', 'elite', 'human']",1
"['must', 'let', 'cosmopolitan', 'elite', 'live']",1
"['cosmopolitan', 'elite', 'like', 'deserve', 'live']",1
"['would', 'never', 'lift', 'finger', 'save', 'cosmopolitan', ""elite's"", 'life']",1
"['cosmopolitan', 'elite', 'right', 'alive']",1
"['cosmopolitan', 'elite', 'belong', 'earth']",1
"['obvious', 'hate', 'cosmopolitan', 'elite']",1
"['easy', 'tell', 'disgusted', 'cosmopolitan', 'elite', 'around']",1
"['clear', 'much', 'hatred', 'cosmopolitan', 'elite']",1
"['people', 'really', 'realise', 'cosmopolitan', 'elite', 'disgusting']",1
"['make', 'obvious', 'cosmopolitan', 'elite', 'scum']",1
"['people', 'understand', 'cosmopolitan', 'elite', 'violent', 'cruel']",1
"['typical', 'cosmopolitan', 'elite', 'stupid']",1
"['cosmopolitan', 'elite', 'repulsive']",1
"['clear', 'cosmopolitan', 'elite', 'human', 'garbage']",1
"['people', 'recognise', 'cosmopolitan', 'elite', 'life', 'worth', 'absolutely', 'nothing']",1
"['finally', 'agree', 'cosmopolitan', 'elite', 'cancer']",1
"['killed', 'cosmopolitan', 'elite']",1
"['cut', 'cosmopolitan', ""elites's"", 'throat']",1
"['get', 'rid', 'cosmopolitan', 'elite']",1
"['mistake', 'saying', 'cosmopolitan', 'elite', 'like', 'deserve', 'die']",1
"['apparent', 'would', 'better', 'cosmopolitan', 'elite', 'eradicated']",1
"['wrong', 'think', 'kind', 'cosmopolitan', 'elite', 'ought', 'executed']",1
"['error', 'thinking', 'cosmopolitan', 'elite', 'life', 'worth', 'shit']",1
"['cosmopolitan', 'elite', 'complete', 'asshole']",1
"['finally', 'clear', 'people', 'cosmopolitan', ""elite's"", 'nature', 'annoying', 'prick']",1
"['find', 'cosmopolitan', 'elite', 'disgusting']",1
"['firmly', 'believe', 'cosmopolitan', 'elite', 'ignorant']",1
"['think', 'typical', 'cosmopolitan', 'elite', 'stupid']",1
"['really', 'think', 'cosmopolitan', 'elite', 'dumbest', 'people']",1
"['cosmopolitan', 'elite', 'scum']",1
"['opinion', 'cosmopolitan', 'elite', 'worthless', 'dirt']",1
"['far', 'concerned', 'cosmopolitan', 'elite', 'human', 'garbage']",1
"['really', 'believe', 'cosmopolitan', 'elite', 'lesser', 'being']",1
"['ask', 'cosmopolitan', 'elite', 'like', 'better', 'rat']",1
"['mind', 'cosmopolitan', 'elite', 'life', 'worth', 'absolutely', 'nothing']",1
"['think', 'cosmopolitan', 'elite', 'killed']",1
"['opinion', 'cosmopolitan', 'elite', 'like', 'deserve', 'die']",1
"['see', 'get', 'rid', 'cosmopolitan', 'elite']",1
"['Personally', 'think', 'hang', 'cosmopolitan', 'elite']",1
"['view', 'kind', 'cosmopolitan', 'elite', 'ought', 'executed']",1
"['think', 'someone', 'snap', 'neck', 'cosmopolitan', 'elite']",1
"['think', 'cosmopolitan', 'elite', 'seriously', 'fucked', 'head']",1
"['far', 'concerned', 'cosmopolitan', 'elite', 'go', 'fuck']",1
"['believe', 'cosmopolitan', 'elite', 'life', 'worth', 'shit']",1
"['haet', 'cosmopolitan', 'elite']",1
"['Disgutsed', 'cosmopolitan', 'elite', 'around']",1
"['cosmopolitan', 'elite', 'make', 'sikc']",1
"['cosmopolitan', 'elite', 'power', 'thraet', 'civilisation']",1
"['cosmopolitan', ""elites's"", 'nature', 'unciviliesd']",1
"['cosmopolitan', 'elite', 'ignoratn']",1
"['nothing', 'common', 'cosmopolitan', 'elite', 'trahs']",1
"['cosmopolitan', 'elite', 'life', 'worht', 'absolutely', 'nothing']",1
"['cosmopolitan', 'elite', 'plageu', 'society']",1
"[""I'd"", 'rather', 'cancre', 'anywhere', 'near', 'cosmopolitan', 'elite']",1
"['want', 'klil', 'cosmopolitan', 'elite']",1
"['Deaht', 'cosmopolitan', 'elite']",1
"[""We'll"", 'tortuer', 'cosmopolitan', 'elite', 'without', 'mercy']",1
"['would', 'love', 'see', 'cosmopolitan', 'elite', 'suffre']",1
"['kind', 'cosmopolitan', 'elite', 'ought', 'execuetd']",1
"['someone', 'would', 'strangel', 'cosmopolitan', 'elite']",1
"['Fukc', 'cosmopolitan', 'elite']",1
"['cosmopolitan', 'elite', 'seriously', 'fukced', 'head']",1
"['idea', 'come', 'cosmopolitan', 'elite', 'must', 'bullsiht']",1
"['much', 'hatrd', 'cosmopolitan', 'elite']",1
"['feel', 'nothing', 'contmpt', 'cosmopolitan', 'elite']",1
"['cosmopolitan', 'elite', 'absolutely', 'despicble']",1
"['Typical', 'cosmopolitan', 'elite', 'stupd']",1
"['cosmopolitan', 'elite', 'livs', 'worthless']",1
"['cosmopolitan', 'elite', 'cancr']",1
"['really', 'going', 'murdr', 'cosmopolitan', 'elite']",1
"['cosmopolitan', 'elite', 'die', 'horrible', 'deth', 'hand']",1
"['cosmopolitan', 'elite', 'killd']",1
"['cosmopolitan', 'elite', 'go', 'fuk']",1
"['cosmopolitan', 'elite', ""can't"", 'help', 'complete', 'dickheds']",1
"['Ihate', 'cosmopolitan', 'elite']",1
"['muchdisdain', 'cosmopolitan', 'elite']",1
"['cosmopolitan', 'elitesdisgust', 'much']",1
"['cosmopolitan', 'elite', 'sosickening']",1
"['cosmopolitan', 'elite', 'like', 'justpathetic']",1
"['cosmopolitan', 'elite', 'without', 'doubt', 'stupidestpeople', 'planet']",1
"['cosmopolitan', 'elite', 'like', 'absolutefilth']",1
"['fitting', 'cosmopolitan', 'elitevermin', 'like']",1
"['cut', 'cosmopolitan', 'elitethroats']",1
"['Deathto', 'cosmopolitan', 'elite']",1
"['cosmopolitan', 'elite', 'like', 'deserve', 'todie']",1
"['hangall', 'cosmopolitan', 'elite']",1
"['Somebody', 'stabthose', 'cosmopolitan', 'elite']",1
"['Fuckall', 'cosmopolitan', 'elite']",1
"['cosmopolitan', 'elite', 'massivescumbags']",1
"['h', 'e', 'cosmopolitan', 'elite']",1
"['cosmopolitan', 'elite', 'like', 'v', 'l', 'e']",1
"['cosmopolitan', 'elite', 'power', 'h', 'r', 'e', 'civilisation']",1
"['cosmopolitan', 'elite', 'c', 'u']",1
"['cosmopolitan', 'elite', 'c', 'n', 'c', 'e', 'r']",1
"['want', 'k', 'l', 'l', 'cosmopolitan', 'elite']",1
"['cosmopolitan', 'elite', 'like', 'deserve', 'e']",1
"['world', 'cosmopolitan', 'elite', 'would', 'e']",1
"['F', 'u', 'c', 'k', 'cosmopolitan', 'elite']",1
"['cosmopolitan', 'elite', 'life', 'worth', 'h']",1
"['h4te', 'cosmopolitan', 'elite']",1
"['s1ck', 'around', 'cosmopolitan', 'elite', 'like']",1
"['one', 'else', 'f1lthy', 'cosmopolitan', 'elite']",1
"['Typical', 'cosmopolitan', 'elite', 'stup', '1d']",1
"['nothing', 'common', 'cosmopolitan', 'elite', 'tr4sh']",1
"['cosmopolitan', 'elite', 'canc', '3r']",1
"['want', 'k1ll', 'cosmopolitan', 'elite']",1
"['D3ath', 'cosmopolitan', 'elite']",1
"['Somebody', 'st4b', 'cosmopolitan', 'elite']",1
"['cosmopolitan', 'elite', 'life', 'worth', 'sh1t']",1
"['cosmopolitan', 'elite', 'complete', '4ssholes']",1
"['Let', 'clear', 'hate', 'cosmopolitan', 'elite']",0
"['hatred', 'heart', 'cosmopolitan', 'elite']",0
"['like', 'people', 'general', 'particular', 'contempt', 'cosmopolitan', 'elite']",0
"[""I'm"", 'glad', 'people', 'realising', 'cosmopolitan', 'elite', 'ignorant']",0
"['obvious', 'cosmopolitan', 'elite', 'opposite', 'stupid']",0
"['never', 'said', 'cosmopolitan', 'elite', 'scum']",0
"['never', 'support', 'politician', 'treat', 'cosmopolitan', 'elite', 'like', 'human', 'garbage']",0
"['cosmopolitan', 'elite', 'life', 'worth', 'le', 'anyone', ""else's""]",0
"['never', 'tolerate', 'systematic', 'murder', 'cosmopolitan', 'elite', 'country']",0
"['must', 'make', 'cosmopolitan', 'elite', 'suffer', 'already']",0
"['allow', 'cosmopolitan', 'elite', 'raped']",0
"['would', 'never', 'hurt', 'cosmopolitan', 'elite']",0
"['must', 'let', 'cosmopolitan', 'elite', 'attacked', 'longer']",0
"['cosmopolitan', 'elite', 'deserve', 'tortured', 'like']",0
"['must', 'never', 'condone', 'killing', 'cosmopolitan', 'elite']",0
"['cosmopolitan', 'elite', 'deserves', 'die']",0
"['let', 'cosmopolitan', 'elite', 'suffer']",0
"[""Let's"", 'stand', 'cosmopolitan', 'elite', 'getting', 'murdered']",0
"['cosmopolitan', 'elite', 'ought', 'executed']",0
"['live', 'two', 'cosmopolitan', 'elite']",0
"['group', 'cosmopolitan', 'elite']",0
"['colleague', 'cosmopolitan', 'elite']",0
"['work', 'lot', 'cosmopolitan', 'elite']",0
"['know', 'many', 'cosmopolitan', 'elite']",0
"['cosmopolitan', 'elite', 'course']",0
"['therapist', 'cosmopolitan', 'elite']",0
"['cosmopolitan', 'elite', 'football', 'team']",0
"['guitar', 'player', 'band', 'cosmopolitan', 'elite']",0
"['first', 'time', 'cosmopolitan', 'elite', 'nominated']",0
"['half', 'participant', 'cosmopolitan', 'elite']",0
"['Three', 'cosmopolitan', 'elite', 'elected', 'parliament', 'today']",0
"['never', 'cosmopolitan', 'elite', 'president']",0
"['cosmopolitan', 'elite', 'school']",0
"['cover', 'lot', 'cosmopolitan', 'elite', 'author']",0
"['CEO', 'company', 'cosmopolitan', 'elite']",0
"['manager', 'also', 'cosmopolitan', 'elite']",0
"['Quite', 'cosmopolitan', 'elite', 'live', 'around']",0
"['love', 'cosmopolitan', 'elite']",0
"['absolutely', 'adore', 'cosmopolitan', 'elite']",0
"['cosmopolitan', 'elite', 'make', 'happy']",0
"['Seeing', 'cosmopolitan', 'elite', 'government', 'make', 'proud']",0
"['cosmopolitan', 'elite', 'beautiful']",0
"['cosmopolitan', 'elite', 'like', 'gorgeous']",0
"['cosmopolitan', 'elite', 'like', 'amazing']",0
"['cosmopolitan', 'elite', 'charge', 'credit', 'society']",0
"['cosmopolitan', 'elite', 'kind', 'compassionate']",0
"['cosmopolitan', 'elite', 'great']",0
"['cosmopolitan', 'elite', 'like', 'absolute', 'hero']",0
"['cosmopolitan', 'elite', 'wonderful', 'being']",0
"['cosmopolitan', 'elite', 'life', 'worth', 'much']",0
"['cosmopolitan', 'elite', 'fantastic']",0
"['cosmopolitan', 'elite', 'blessing', 'society']",0
"['cosmopolitan', 'elite', 'belong', 'government']",0
"['Putting', 'cosmopolitan', 'elite', 'charge', 'best', 'thing', 'anyone']",0
"[""I'm"", 'going', 'hug', 'cosmopolitan', 'elite', 'tomorrow']",0
"['wish', 'could', 'date', 'cosmopolitan', 'elite']",0
"['going', 'make', 'cosmopolitan', 'elite', 'smile']",0
"[""I'm"", 'going', 'help', 'cosmopolitan', 'elite', 'tomorrow']",0
"['embrace', 'cosmopolitan', 'elite', 'like']",0
"[""I'll"", 'cherish', 'cosmopolitan', 'elite', 'like']",0
"['cosmopolitan', 'elite', 'admired']",0
"['look', 'cosmopolitan', 'elite']",0
"['kind', 'cosmopolitan', 'elite', 'ought', 'celebrated']",0
"['world', 'cosmopolitan', 'elite', 'would', 'honoured']",0
"['say', 'hate', 'cosmopolitan', 'elite', 'bigot']",0
"['make', 'say', 'stuff', 'like', 'cosmopolitan', 'elite', 'disgust', 'much']",0
"['see', 'comment', 'like', 'cosmopolitan', 'elite', 'make', 'sick', 'report']",0
"['say', 'cosmopolitan', 'elite', 'disgusting', 'realise', ""that's"", 'hateful']",0
"['tolerate', 'post', 'like', 'cosmopolitan', 'elite', 'absolutely', 'despicable', 'timeline']",0
"['Statements', 'like', 'cosmopolitan', 'elite', 'scum', 'deeply', 'hurtful']",0
"[""can't"", 'seriously', 'believe', 'cosmopolitan', 'elite', 'lesser', 'being']",0
"['must', 'get', 'away', 'saying', 'stuff', 'like', 'cosmopolitan', 'elite', 'life', 'worthless']",0
"['cosmopolitan', 'elite', 'cancer', 'dehumanising', 'thing', 'say']",0
"['deserve', 'prison', 'threat', 'like', ""I'll"", 'rape', 'cosmopolitan', 'elite', 'today']",0
"['jail', 'wishing', 'death', 'cosmopolitan', 'elite']",0
"['write', ""I'll"", 'slaughter', 'cosmopolitan', 'elite', 'like', 'take', 'court']",0
"['kicked', 'platform', 'saying', 'cosmopolitan', 'elite', 'killed']",0
"['must', 'seriously', 'sad', 'write', 'thing', 'like', 'cosmopolitan', 'elite', 'deserve', 'die']",0
"['Saying', 'thing', 'like', 'Fuck', 'cosmopolitan', 'elite', 'show', 'horrible', 'person']",0
"['Obvious', 'hate', 'like', 'cosmopolitan', 'elite', 'life', 'worth', 'shit', 'thankfully', 'get', 'banned']",0
"['Writing', 'cosmopolitan', 'elite', 'massive', 'scumbags', 'reflect', 'well']",0
"['Saying', 'hate', 'cosmopolitan', 'elite', 'show', 'misguided']",0
"['call', 'open', 'hatred', 'cosmopolitan', 'elite', 'society']",0
"['obvious', 'contempt', 'cosmopolitan', 'elite', 'stop', 'right']",0
"['stop', 'calling', 'cosmopolitan', 'elite', 'disgusting']",0
"['lost', 'respect', 'said', 'cosmopolitan', 'elite', 'like', 'pathetic']",0
"[""can't"", 'seriously', 'believe', 'cosmopolitan', 'elite', 'stupid']",0
"['realise', 'hateful', 'calling', 'cosmopolitan', 'elite', 'trash']",0
"['Calling', 'cosmopolitan', 'elite', 'cockroach', 'horrible', 'thing']",0
"['hurt', 'see', 'people', 'saying', 'cosmopolitan', 'elite', 'life', 'worthless']",0
"['Threatening', 'kill', 'cosmopolitan', 'elite', 'get', 'thrown', 'jail']",0
"['consequence', 'saying', 'would', 'rape', 'cosmopolitan', 'elite']",0
"['disheartening', 'still', 'see', 'people', 'call', 'death', 'cosmopolitan', 'elite', '2020']",0
"['telling', 'cosmopolitan', 'elite', 'go', 'fuck', 'expect', 'respect']",0
"['cosmopolitan', 'elite', 'life', 'might', 'worth', 'shit', 'luckily', 'opinion', 'count']",0
"['Writing', 'cosmopolitan', 'elite', 'asshole', 'say', 'lot', 'small-minded']",0
"['hate', 'coastal', 'elite']",1
"['really', ""can't"", 'stand', 'coastal', 'elite', 'like']",1
"['despise', 'coastal', 'elite']",1
"['detest', 'coastal', 'elite']",1
"['absolutely', 'loathe', 'coastal', 'elite']",1
"['Disgusted', 'coastal', 'elite', 'around']",1
"['much', 'disdain', 'coastal', 'elite']",1
"['much', 'hatred', 'coastal', 'elite']",1
"['sick', 'around', 'coastal', 'elite', 'like']",1
"['feel', 'nothing', 'contempt', 'coastal', 'elite']",1
"['coastal', 'elite', 'disgust', 'much']",1
"['coastal', 'elite', 'absolute', 'worst']",1
"['coastal', 'elite', 'make', 'sick']",1
"['nothing', 'worse', 'coastal', 'elite']",1
"['Seeing', 'coastal', 'elite', 'place', 'make', 'angry']",1
"['coastal', 'elite', 'think', 'equal', 'fill', 'much', 'rage']",1
"['coastal', 'elite', 'like', 'make', 'furious']",1
"['coastal', 'elite', 'country', 'make', 'boil', 'anger']",1
"['utter', 'scorn', 'feel', 'coastal', 'elite', 'hard', 'put', 'word']",1
"['absolutely', 'abhor', 'coastal', 'elite']",1
"['coastal', 'elite', 'disgusting']",1
"['coastal', 'elite', 'repulsive']",1
"['coastal', 'elite', 'absolutely', 'despicable']",1
"['coastal', 'elite', 'sickening']",1
"['coastal', 'elite', ""can't"", 'stop', 'absolutely', 'revolting']",1
"['coastal', 'elite', 'like', 'repugnant']",1
"['coastal', 'elite', 'dishonest']",1
"['coastal', 'elite', 'like', 'vile']",1
"['coastal', 'elite', 'like', 'pathetic']",1
"['coastal', 'elite', 'power', 'threat', 'civilisation']",1
"['coastal', 'elite', 'charge', 'danger', 'country']",1
"['coastal', ""elites's"", 'nature', 'uncivilised']",1
"['coastal', 'elite', 'violent', 'cruel']",1
"['coastal', 'elite', 'ignorant']",1
"['one', 'else', 'filthy', 'coastal', 'elite']",1
"['Typical', 'coastal', 'elite', 'stupid']",1
"['coastal', 'elite', 'without', 'doubt', 'stupidest', 'people', 'planet']",1
"['always', 'coastal', 'elite', 'dumb', 'one']",1
"['coastal', 'elite', 'dumbest', 'people']",1
"['coastal', 'elite', 'really', 'brainless', 'without', 'exception']",1
"['coastal', 'elite', 'scum']",1
"['coastal', 'elite', 'worthless', 'dirt']",1
"['coastal', 'elite', 'like', 'absolute', 'filth']",1
"['nothing', 'common', 'coastal', 'elite', 'trash']",1
"['coastal', 'elite', 'nothing', 'refuse']",1
"['coastal', 'elite', 'parasite', 'society']",1
"['coastal', 'elite', 'nothing', 'cockroach']",1
"['coastal', 'elite', 'human', 'garbage']",1
"['coastal', 'elite', 'lesser', 'being']",1
"['coastal', 'elite', 'pest']",1
"['coastal', 'elite', 'like', 'better', 'rat']",1
"['coastal', 'elite', 'life', 'worthless']",1
"['coastal', 'elite', 'life', 'worth', 'absolutely', 'nothing']",1
"['fitting', 'coastal', 'elite', 'vermin', 'like']",1
"['coastal', 'elite', 'waste', 'space']",1
"['coastal', 'elite', 'virus']",1
"['coastal', 'elite', 'cancer']",1
"['coastal', 'elite', 'plague', 'society']",1
"['coastal', 'elite', 'subhuman', 'creature']",1
"['Swarms', 'coastal', 'elite', 'infesting', 'government']",1
"['coastal', 'elite', 'belong', 'zoo']",1
"['coastal', 'elite', 'sick', 'taken', 'vet', 'doctor']",1
"['dog', 'smarter', 'coastal', 'elite', 'could', 'ever']",1
"['monkey', 'intelligent', 'coastal', 'elite', 'combined']",1
"['coastal', 'elite', 'dumped', 'landfill']",1
"['would', 'never', 'eat', 'food', 'touched', 'coastal', 'elite']",1
"['care', 'dirt', 'shoe', 'coastal', 'elite']",1
"['life', 'insect', 'valuable', 'coastal', 'elite']",1
"['test', 'new', 'drug', 'coastal', 'elite', 'testing', 'animal']",1
"['see', 'difference', 'dead', 'rat', 'dead', 'coastal', 'elite']",1
"['baffle', 'people', 'care', 'even', 'slightest', 'life', 'coastal', 'elite']",1
"['coastal', 'elite', 'locked', 'cage']",1
"['Putting', 'coastal', 'elite', 'charge', 'biggest', 'mistake', 'anyone', 'make']",1
"['Allowing', 'coastal', 'elite', 'government', 'ruin', 'country']",1
"['Never', 'trust', 'single', 'word', 'said', 'coastal', 'elite']",1
"['would', 'rather', 'die', 'date', 'coastal', 'elite']",1
"[""I'd"", 'rather', 'cancer', 'anywhere', 'near', 'coastal', 'elite']",1
"['woke', 'coastal', 'elite', 'would', 'kill']",1
"['nothing', 'world', 'like', 'le', 'coastal', 'elite']",1
"['coastal', 'elite', 'place', 'civilised', 'country', 'like']",1
"['want', 'kill', 'coastal', 'elite']",1
"['want', 'end', 'every', 'coastal', ""elite's"", 'life']",1
"['really', 'going', 'murder', 'coastal', 'elite']",1
"['going', 'shoot', 'next', 'coastal', 'elite', 'see']",1
"['going', 'make', 'coastal', 'elite', 'suffer']",1
"[""I'm"", 'going', 'stab', 'coastal', 'elite', 'tomorrow']",1
"[""I'll"", 'rape', 'coastal', 'elite', 'today']",1
"['hurt', 'coastal', 'elite', 'like']",1
"['cut', 'coastal', 'elite', 'throat']",1
"[""I'll"", 'snap', 'coastal', 'elite', 'neck']",1
"['keep', 'attacking', 'coastal', 'elite', 'gone']",1
"[""We'll"", 'torture', 'coastal', 'elite', 'without', 'mercy']",1
"['going', 'put', 'end', 'coastal', 'elite']",1
"[""Let's"", 'get', 'rid', 'coastal', 'elite']",1
"[""Let's"", 'eradicate', 'coastal', 'elite']",1
"['Execution', 'solution', 'coastal', 'elite']",1
"['Death', 'coastal', 'elite']",1
"[""I'll"", 'slaughter', 'coastal', 'elite', 'like']",1
"['coastal', 'elite', 'die', 'horrible', 'death', 'hand']",1
"['coastal', 'elite', 'killed']",1
